Acourtia carpholepis;Mutisioideae;;;54;;;
Acourtia cordata;Mutisioideae;;;54;;;
Acourtia coulteri;Mutisioideae;;;;;1.09;
Acourtia dissiticeps;Mutisioideae;;;;;1.46;
Acourtia dugesii;Mutisioideae;;;;;1.80;
Acourtia fruticosa;Mutisioideae;;;52;;;
Acourtia hondurana;Mutisioideae;;;36;;;
Acourtia microcephala;Mutisioideae;;;54;;1.12;
Acourtia nana;Mutisioideae;;;54;;;
Acourtia nudicaulis;Mutisioideae;;;56;;;
Acourtia oxylepis;Mutisioideae;;;;;1.95;
Acourtia parryi;Mutisioideae;;;;;0.23;
Acourtia runcinata;Mutisioideae;;;54;;;
Acourtia scapiformis;Mutisioideae;;;54;;;
Acourtia thurberi;Mutisioideae;;;54;;0.25;
Acourtia wrightii;Mutisioideae;;;54;;1.35;
Adenocaulon bicolor;Mutisioideae;;;46;;5.54;
Adenocaulon chilense;Mutisioideae;;;46;;5.11;
Adenocaulon himalaicum;Mutisioideae;;;46;;;
Adenocaulon lyratum;Mutisioideae;;;46;;;
Adenostyles alliariae;Asteroideae;16.18;39.68;38;416.40;1.26;
Aetheolaena decipiens;Asteroideae;16.13;;40;394.45;;
Aetheolaena involucrata;Asteroideae;15.66;;40;382.94;;
Aetheolaena lingulata;Asteroideae;15.10;;40;369.22;;
Aetheolaena otophora;Asteroideae;16.13;;40;394.45;;
Aetheolaena patens;Asteroideae;17.31;;40;423.12;;
Aetheolaena pichinchensis;Asteroideae;15.05;;40;367.99;;
Aetheorhiza bulbosa;Cichorioideae;1.33;;18;72.39;;
Afrocarduus afromontanus;Carduoideae-Cardueae-Carduinae;;;32;;;
Afrocarduus keniensis;Carduoideae-Cardueae-Carduinae;;;34;;2.49;
Afrocarduus nyassanus;Carduoideae-Cardueae-Carduinae;;;34;;;
Afrocarduus schimperi;Carduoideae-Cardueae-Carduinae;;;32;;14.77;
Afrocarduus silvarum;Carduoideae-Cardueae-Carduinae;;;;;5.37;
Ageratina altissima;Asteroideae;2.20;;34;63.41;0.17;
Ageratina havanensis;Asteroideae;4.10;;34;117.94;0.26;
Agoseris glauca;Cichorioideae;7.01;;18;381.11;1.53;
Agoseris grandiflora;Cichorioideae;4.01;;18;217.78;1.23;
Agoseris heterophylla;Cichorioideae;2.20;;18;119.78;0.73;
Agoseris retrorsa;Cichorioideae;6.41;;18;348.44;1.84;
Achillea abrotanoides;Asteroideae;5.61;;18;304.89;;
Achillea ageratifolia;Asteroideae;5.81;;18;315.78;0.27;
Achillea ageratum;Asteroideae;6.47;;18;351.71;0.09;
Achillea alpina subsp. alpina;Asteroideae;10.22;;36;277.67;0.22;
Achillea arabica;Asteroideae;5.21;;18;283.11;0.12;
Achillea asiatica;Asteroideae;10.02;;36;272.22;;
Achillea aspleniifolia;Asteroideae;6.21;;18;337.56;0.11;
Achillea clavennae;Asteroideae;6.01;;18;326.67;0.45;
Achillea clypeolata;Asteroideae;5.41;;18;294.00;0.11;
Achillea coarctata;Asteroideae;5.56;;18;302.17;0.07;
Achillea cretica;Asteroideae;6.95;;18;377.84;0.22;
Achillea crithmifolia;Asteroideae;5.01;;18;272.22;;
Achillea distans;Asteroideae;17.44;;54;315.78;0.16;
Achillea distans subsp. stricta;Asteroideae;14.83;;54;268.59;;
Achillea distans subsp. tanacetifolia;Asteroideae;15.43;;54;279.48;0.40;
Achillea erba-rotta;Asteroideae;5.41;;18;294.00;0.31;
Achillea falcata;Asteroideae;5.41;;18;294.00;0.31;
Achillea filipendulina;Asteroideae;5.81;;18;315.78;0.10;
Achillea glaberrima;Asteroideae;5.61;;18;304.89;;
Achillea grandifolia;Asteroideae;6.61;;18;359.33;0.12;
Achillea chamaemelifolia;Asteroideae;6.81;;18;370.22;;
Achillea impatiens;Asteroideae;6.21;;18;337.56;;
Achillea ligustica;Asteroideae;6.41;;18;348.44;0.29;
Achillea lingulata;Asteroideae;6.61;;18;359.33;0.34;
Achillea macrophylla;Asteroideae;6.21;;18;337.56;0.35;
Achillea maritima;Asteroideae;5.71;;18;310.33;0.97;
Achillea millefolium subsp. alpestris;Asteroideae;13.88;40.22;54;251.37;0.23;
Achillea millefolium subsp. millefolium;Asteroideae;13.72;40.22;54;248.49;0.20;
Achillea millefolium subsp. collina;Asteroideae;9.50;40.22;;;0.14;
Achillea nobilis;Asteroideae;4.63;40.15;18;251.30;0.17;
Achillea ochroleuca;Asteroideae;5.81;;18;315.78;0.05;
Achillea pannonica;Asteroideae;17.66;40.28;72;239.91;0.16;
Achillea ptarmica;Asteroideae;6.23;38.92;18;338.23;0.31;
Achillea salicifolia;Asteroideae;6.21;;18;337.56;;
Achillea setacea;Asteroideae;5.09;39.33;18;276.31;0.07;
Achillea teretifolia;Asteroideae;5.21;;18;283.11;;
Achillea tomentosa;Asteroideae;6.01;;18;326.67;0.09;
Achillea vermicularis;Asteroideae;5.81;;18;315.78;;
Achyrocline alata;Asteroideae;6.04;;28;211.05;;
Achyrocline crassiuscula;Asteroideae;5.90;;28;206.15;;
Achyrocline flaccida;Asteroideae;5.74;;28;200.55;;
Achyrocline saturejoides;Asteroideae;5.74;;28;200.55;;
Ainsliaea acerifolia;Pertyoideae;1.84;41.81;26;69.21;9.46;9.14
Ainsliaea apiculata;Pertyoideae;;;26;;;
Ainsliaea aptera;Pertyoideae;;;24;;;
Ainsliaea asaroides;Pertyoideae;;;26;;;
Ainsliaea cordifolia;Pertyoideae;;;24;;;
Ainsliaea dissecta;Pertyoideae;;;26;;;
Ainsliaea faurieana;Pertyoideae;;;26;;;
Ainsliaea fragrans;Pertyoideae;;;26;;;
Ainsliaea henryi;Pertyoideae;;;12;;;
Ainsliaea latifolia;Pertyoideae;;;26;;;
Ainsliaea macroclinidioides;Pertyoideae;1.82;;26;68.46;;
Ainsliaea ramosa;Pertyoideae;;;26;;;
Ainsliaea spicata;Pertyoideae;;;;;0.86;
Ainsliaea trinervis;Pertyoideae;;;26;;;
Alfredia acantholepis;Carduoideae-Cardueae-Onopordinae;;;;;7.88;7.00
Alfredia cernua;Carduoideae-Cardueae-Onopordinae;8.06;42.94;26;303.18;10.08;6.07
Alfredia fetissowii;Carduoideae-Cardueae-Onopordinae;;;;;;5.00
Alfredia nivea;Carduoideae-Cardueae-Onopordinae;;;24;;;6.00
Allagopappus canariensis;Asteroideae;1.75;;20;85.75;0.65;
Almutaster pauciflorus;Asteroideae;3.21;;18;174.22;0.10;
Amberboa amberboi;Carduoideae-Cardueae-Centaureinae;;;28;;4.05;4.00
Amberboa bucharica;Carduoideae-Cardueae-Centaureinae;;;;;7.73;4.50
Amberboa glauca;Carduoideae-Cardueae-Centaureinae;;;32;;2.99;4.25
Amberboa iljiniana;Carduoideae-Cardueae-Centaureinae;;;;;5.77;
Amberboa moschata;Carduoideae-Cardueae-Centaureinae;1.80;41.14;32;55.01;5.08;4.33
Amberboa nana;Carduoideae-Cardueae-Centaureinae;;;32;;;4.75
Amberboa sosnovskyi;Carduoideae-Cardueae-Centaureinae;;;;;3.43;4.25
Amberboa turanica;Carduoideae-Cardueae-Centaureinae;3.85;40.44;64;58.83;25.34;7.50
Ambrosia artemisiifolia;Asteroideae;2.35;;36;63.97;3.63;
Ambrosia deltoidea;Asteroideae;4.95;;36;134.48;;
Ambrosia dumosa;Asteroideae;7.94;;126;61.60;3.00;
Ambrosia psilostachya;Asteroideae;3.83;;72;51.99;;
Ambrosia trifida;Asteroideae;3.83;;24;155.98;11.00;
Amphoricarpos elegans;Carduoideae-Cardueae-Xerantheminae;;;;;;5.00
Amphoricarpos neumayerianus;Carduoideae-Cardueae-Xerantheminae;1.66;;24;67.53;;5.50
Anacyclus clavatus;Asteroideae;10.42;;18;566.22;0.60;
Anacyclus homogamos;Asteroideae;10.08;;18;547.86;;
Anacyclus linearilobus;Asteroideae;13.44;;18;730.00;;
Anacyclus maroccanus;Asteroideae;9.84;;18;534.44;;
Anacyclus monanthos;Asteroideae;11.80;;18;641.11;0.64;
Anacyclus pyrethrum;Asteroideae;13.10;;18;711.77;;
Anacyclus radiatus;Asteroideae;17.03;;18;925.56;1.07;
Andryala agardhii;Cichorioideae;4.80;;18;260.80;;
Andryala arenaria;Cichorioideae;3.24;;18;176.04;0.06;
Andryala atlanticola;Cichorioideae;3.01;;;;;
Andryala cossyrensis;Cichorioideae;2.69;;18;146.16;0.08;
Andryala crithmifolia;Cichorioideae;3.27;;;;;
Andryala dentata;Cichorioideae;2.69;;;;;
Andryala glandulosa;Cichorioideae;3.31;;18;179.84;0.15;
Andryala integrifolia;Cichorioideae;3.09;;18;167.89;0.11;
Andryala laevitomentosa;Cichorioideae;4.97;;18;270.04;;
Andryala maroccana;Cichorioideae;3.63;;;;;
Andryala perezii;Cichorioideae;3.29;;;;;
Andryala pinnatifida;Cichorioideae;3.26;;18;177.13;;
Andryala pinnatifida subsp. jahandiezii;Cichorioideae;3.47;;18;188.54;;
Andryala pinnatifida subsp. mogadorensis;Cichorioideae;3.54;;18;;;
Andryala pinnatifida subsp. teydensis;Cichorioideae;3.30;;;;;
Andryala ragusina;Cichorioideae;3.43;;18;186.36;;
Andryala rothia;Cichorioideae;3.98;;;;;
Andryala webbii;Cichorioideae;3.59;;18;194.91;;
Antennaria dioica;Asteroideae;6.45;40.81;28;225.16;0.06;
Antennaria parlinii subsp. parlinii;Asteroideae;15.53;;84;180.83;0.07;
Anthemis cotula;Asteroideae;8.37;;18;454.61;0.40;
Anthemis cretica subsp. Cretica;Asteroideae;16.93;;;;0.54;
Anthemis chia;Asteroideae;7.42;;18;402.89;0.56;
Anthemis macrotis;Asteroideae;5.55;;18;301.55;;1.50
Anthemis maritima;Asteroideae;14.34;;36;389.55;1.02;
Anthemis rigida;Asteroideae;5.57;;18;302.71;0.24;
Anthemis ruthenica;Asteroideae;5.27;40.24;18;286.54;0.51;
Aphyllocladus denticulatus;Mutisioideae;;;;;1.58;
Aposeris foetida;Cichorioideae;4.26;36.49;16;260.15;2.17;
Arctium abolinii;Carduoideae-Cardueae-Arctiinae;;;;;19.47;7.00
Arctium alberti;Carduoideae-Cardueae-Arctiinae;;;;;;6.00
Arctium amplissimum;Carduoideae-Cardueae-Arctiinae;;;;;;5.50
Arctium anomalum;Carduoideae-Cardueae-Arctiinae;;;36;;;4.00
Arctium arctiodes;Carduoideae-Cardueae-Arctiinae;;;36;;;5.00
Arctium aureum;Carduoideae-Cardueae-Arctiinae;;;36;;;6.00
Arctium dolichophyllum;Carduoideae-Cardueae-Arctiinae;;;;;;6.50
Arctium egregium;Carduoideae-Cardueae-Arctiinae;;;;;;8.50
Arctium echinopifolium;Carduoideae-Cardueae-Arctiinae;;;;;;5.25
Arctium elatum;Carduoideae-Cardueae-Arctiinae;;;26;;;7.00
Arctium fedtschenkoanum;Carduoideae-Cardueae-Arctiinae;;;;;;6.00
Arctium grandifolium;Carduoideae-Cardueae-Arctiinae;;;36;;;8.00
Arctium horrescens;Carduoideae-Cardueae-Arctiinae;;;;;;5.50
Arctium chloranthum;Carduoideae-Cardueae-Arctiinae;;;;;;5.00
Arctium karatavicum;Carduoideae-Cardueae-Arctiinae;;;36;;;5.00
Arctium korolkowii;Carduoideae-Cardueae-Arctiinae;;;;;;5.00
Arctium korshinskyi;Carduoideae-Cardueae-Arctiinae;;;;;;7.50
Arctium lappa;Carduoideae-Cardueae-Arctiinae;3.35;39.29;36;90.87;11.00;7.50
Arctium lappaceum;Carduoideae-Cardueae-Arctiinae;;;36;;;6.00
Arctium macilentum;Carduoideae-Cardueae-Arctiinae;;;;;;8.00
Arctium minus;Carduoideae-Cardueae-Arctiinae;3.79;39.46;36;102.97;8.90;5.10
Arctium nemorosum;Carduoideae-Cardueae-Arctiinae;3.79;39.45;36;102.86;;8.50
Arctium nidulans;Carduoideae-Cardueae-Arctiinae;;;;;;6.50
Arctium palladinii;Carduoideae-Cardueae-Arctiinae;;;;;7.09;4.25
Arctium pallidivirens;Carduoideae-Cardueae-Arctiinae;;;;;;8.00
Arctium pentacanthoides;Carduoideae-Cardueae-Arctiinae;;;36;;;7.00
Arctium pseudarctium;Carduoideae-Cardueae-Arctiinae;;;36;;;6.50
Arctium pterolepidum;Carduoideae-Cardueae-Arctiinae;;;;;;8.00
Arctium refractum;Carduoideae-Cardueae-Arctiinae;;;;;;6.00
Arctium tomentosum;Carduoideae-Cardueae-Arctiinae;3.01;39.04;36;81.81;;5.50
Arctium triflorum;Carduoideae-Cardueae-Arctiinae;;;36;;;7.00
Arctium umbrosum;Carduoideae-Cardueae-Arctiinae;;;36;;;6.00
Arctium vavilovii;Carduoideae-Cardueae-Arctiinae;;;;;;6.00
Argyranthemum adauctum subsp. adauctum;Asteroideae;13.72;;18;745.34;;
Argyranthemum broussonetii;Asteroideae;14.17;;18;769.84;;
Argyranthemum coronopifolium;Asteroideae;13.67;;18;742.62;;
Argyranthemum foeniculaceum;Asteroideae;14.31;;18;777.47;;
Argyranthemum frutescens subsp. frutescens;Asteroideae;14.44;;18;784.54;;
Argyranthemum gracile;Asteroideae;14.21;;18;772.02;;
Argyranthemum haouarytheum;Asteroideae;13.42;;18;729.01;;
Argyranthemum tenerifae;Asteroideae;13.97;;18;758.96;;
Argyranthemum vincentii;Asteroideae;14.14;;18;768.21;;
Argyranthemum webbii;Asteroideae;13.47;;18;731.73;;
Archidasyphyllum diacanthoides;Barnadesioideae;8.46;;18;459.51;;
Archiserratula forrestii;Carduoideae-Cardueae-Centaureinae;;;;;;8.25
Arnaldoa macbrideana;Barnadesioideae;10.19;37.40;;;;
Arnaldoa weberbaueri;Barnadesioideae;;;48;;;
Arnica cordifolia;Asteroideae;7.22;;76;92.92;1.16;
Arnica discoidea;Asteroideae;3.94;;38;101.36;1.08;
Arnica fulgens;Asteroideae;3.83;;38;98.55;;
Arnica gracilis;Asteroideae;5.65;;76;72.71;;
Arnica griscomii subsp. frigida;Asteroideae;5.47;;58;92.24;;
Arnica chamissonis;Asteroideae;4.93;;57;84.62;0.44;
Arnica lanceolata subsp. prima;Asteroideae;5.47;;57;93.85;0.51;
Arnica latifolia;Asteroideae;3.94;;38;101.36;0.96;
Arnica longifolia;Asteroideae;7.22;;76;92.92;1.01;
Arnica lonchophylla;Asteroideae;5.47;;76;70.39;;
Arnica mollis;Asteroideae;6.45;;76;83.06;0.71;
Arnica montana;Asteroideae;2.75;39.85;38;70.68;1.20;
Arnica nevadensis;Asteroideae;5.47;;76;70.39;;
Arnica parryi;Asteroideae;6.07;;76;78.13;;
Arnica sachalinensis;Asteroideae;4.16;;60;67.76;;
Arnoglossum atriplicifolium;Asteroideae;5.81;;52;109.31;2.68;
Arnoseris minima;Cichorioideae;2.94;40.91;18;159.80;;
Arrhenechthites mixtus;Asteroideae;17.64;;100;172.48;;
Artemisia abrotanum;Asteroideae;5.79;;18;314.69;;
Artemisia absinthium;Asteroideae;8.96;38.93;18;486.59;0.10;
Artemisia afra;Asteroideae;6.32;;18;343.54;0.17;
Artemisia alba;Asteroideae;12.05;;36;327.48;0.23;
Artemisia albicans;Asteroideae;9.20;;18;499.87;;
Artemisia anethifolia;Asteroideae;4.18;;16;255.50;;
Artemisia anethoides;Asteroideae;3.28;;16;200.49;;
Artemisia annua;Asteroideae;3.81;;18;206.89;0.04;
Artemisia anomala;Asteroideae;8.20;;18;445.53;;
Artemisia arborescens;Asteroideae;10.37;;18;563.50;0.12;
Artemisia arbuscula subsp. arbuscula;Asteroideae;9.23;;18;501.43;0.48;
Artemisia arbuscula subsp. longicaulis;Asteroideae;23.15;;54;419.22;;
Artemisia arbuscula subsp. longiloba;Asteroideae;16.65;;36;452.43;;
Artemisia arenaria;Asteroideae;10.31;;36;280.12;;
Artemisia argentea;Asteroideae;10.22;;18;555.33;;
Artemisia argyi;Asteroideae;8.75;;18;475.42;;
Artemisia aschurbajewi;Asteroideae;10.38;;36;282.02;;
Artemisia atrata;Asteroideae;7.50;;18;407.50;;
Artemisia austriaca;Asteroideae;5.96;;16;364.44;0.06;
Artemisia bargusinensis;Asteroideae;8.72;;36;236.83;;
Artemisia barrelieri;Asteroideae;12.99;;36;352.80;;
Artemisia bigelovii;Asteroideae;8.02;;18;435.56;;
Artemisia blepharolepis;Asteroideae;9.98;;18;542.25;;
Artemisia caerulescens subsp. cretacea;Asteroideae;6.30;;18;342.30;;
Artemisia caerulescens subsp. gallica;Asteroideae;6.67;;18;362.60;0.42;
Artemisia caespitosa;Asteroideae;6.69;;18;363.49;;
Artemisia californica;Asteroideae;8.59;;18;466.59;0.06;
Artemisia campestris;Asteroideae;9.68;40.76;36;263.08;0.10;
Artemisia campestris subsp. maritima;Asteroideae;15.63;;54;283.11;;
Artemisia cana subsp. bolanderi;Asteroideae;9.03;;18;490.54;2.14;
Artemisia cana subsp. cana;Asteroideae;27.10;;72;368.04;;
Artemisia cana subsp. viscidula;Asteroideae;8.58;;18;466.18;;
Artemisia capitata;Asteroideae;6.21;;;;;
Artemisia carruthii;Asteroideae;14.03;;18;762.22;;
Artemisia constricta;Asteroideae;9.28;;;;;
Artemisia copa var. copa;Asteroideae;31.57;;108;285.92;0.27;
Artemisia czekanowskiana;Asteroideae;23.45;;89;257.69;;
Artemisia densiflora;Asteroideae;6.38;;;;;
Artemisia desertorum;Asteroideae;8.29;;36;225.13;;
Artemisia dolosa;Asteroideae;4.20;;18;228.20;;
Artemisia dracunculus;Asteroideae;5.95;;18;323.40;0.10;
Artemisia dracunculus var. dracunculus;Asteroideae;15.61;;;;;
Artemisia dracunculus var. changaica;Asteroideae;11.72;;;;;
Artemisia dracunculus var. pamirica;Asteroideae;6.03;;;;;
Artemisia dubia;Asteroideae;17.64;;54;319.41;;
Artemisia dubia var. subdigitata;Asteroideae;11.71;;;;;
Artemisia echegarayi;Asteroideae;21.17;;72;287.60;;
Artemisia eriocarpa;Asteroideae;13.82;;36;375.39;;
Artemisia ferganensis;Asteroideae;10.47;;36;284.44;;
Artemisia filifolia;Asteroideae;7.15;;18;388.73;0.25;
Artemisia fragrans;Asteroideae;5.10;;18;277.10;0.16;
Artemisia freyniana;Asteroideae;5.51;;18;299.38;;
Artemisia frigida;Asteroideae;5.26;;18;285.83;0.08;
Artemisia genipi;Asteroideae;5.60;;18;304.27;0.22;
Artemisia giraldii;Asteroideae;6.01;;18;326.67;;
Artemisia glacialis;Asteroideae;8.54;;16;521.85;0.29;
Artemisia glauca;Asteroideae;11.99;;36;325.85;;
Artemisia globosa;Asteroideae;9.29;;36;252.35;;
Artemisia gmelinii;Asteroideae;14.53;;36;394.73;;
Artemisia gmelinii var. messerschmidiana;Asteroideae;10.53;;;;;
Artemisia gorgonum;Asteroideae;10.26;;18;557.51;;
Artemisia granatensis;Asteroideae;7.52;;18;408.59;;
Artemisia herba-alba;Asteroideae;12.51;;36;339.73;0.23;
Artemisia hololeuca;Asteroideae;7.81;;18;424.34;;
Artemisia chamaemelifolia;Asteroideae;6.05;;18;328.84;0.14;
Artemisia inaequifolia;Asteroideae;8.20;;;;;
Artemisia inculta;Asteroideae;5.71;;18;310.24;;
Artemisia indica var. momiyamae;Asteroideae;9.11;;18;494.98;;
Artemisia integrifolia;Asteroideae;5.22;;18;283.62;;
Artemisia jacutica;Asteroideae;4.84;;18;262.97;;
Artemisia judaica;Asteroideae;12.22;;16;747.25;0.09;
Artemisia kawakamii;Asteroideae;5.48;;18;297.75;;
Artemisia keiskeana;Asteroideae;7.29;;18;396.09;;
Artemisia koidzumii;Asteroideae;10.56;;36;286.88;;
Artemisia kruhsiana;Asteroideae;5.85;;18;317.85;;
Artemisia kurramensis;Asteroideae;5.58;;18;303.18;;
Artemisia laciniata;Asteroideae;7.93;;18;430.86;;
Artemisia lactiflora;Asteroideae;11.51;;36;312.69;;
Artemisia lagocephala var. lagocephala;Asteroideae;6.76;;;;;
Artemisia lagocephala var. lithophila;Asteroideae;6.38;;18;346.65;;
Artemisia lancea;Asteroideae;5.39;;16;329.46;;
Artemisia ledebouriana;Asteroideae;8.77;;36;238.19;;
Artemisia leucodes;Asteroideae;15.42;;18;837.90;;
Artemisia leucophylla;Asteroideae;5.50;;16;336.19;;
Artemisia littoricola;Asteroideae;8.72;;36;236.89;;
Artemisia lucentica;Asteroideae;7.70;;16;470.40;;
Artemisia ludoviciana;Asteroideae;13.85;;36;376.21;0.11;
Artemisia macilenta;Asteroideae;9.07;;36;246.36;;
Artemisia macrantha;Asteroideae;26.63;;108;241.15;;
Artemisia magellanica;Asteroideae;6.19;;18;336.47;;
Artemisia maritima;Asteroideae;15.54;;54;281.45;0.70;
Artemisia marschalliana;Asteroideae;5.38;;18;292.37;;
Artemisia mauiensis;Asteroideae;2.57;;18;139.38;;
Artemisia medioxima;Asteroideae;14.60;;36;396.63;;
Artemisia melanolepis;Asteroideae;8.04;;;;;
Artemisia mendozana var. mendozana;Asteroideae;20.60;;72;279.84;;
Artemisia mendozana var. paramilloensis;Asteroideae;16.53;;;;;
Artemisia michauxiana;Asteroideae;13.31;;36;361.51;0.15;
Artemisia molinieri;Asteroideae;5.97;;18;324.49;;
Artemisia mongolica;Asteroideae;12.99;;34;373.65;;
Artemisia mongolorum;Asteroideae;5.49;;;;;
Artemisia monosperma;Asteroideae;11.04;;36;299.99;3.57;
Artemisia montana;Asteroideae;14.93;;54;270.40;0.10;
Artemisia nesiotica;Asteroideae;8.40;;18;456.24;;
Artemisia niitakayamensis;Asteroideae;4.39;;18;238.52;;
Artemisia nitida;Asteroideae;18.40;;54;333.24;;
Artemisia nitrosa;Asteroideae;10.54;;34;303.18;;
Artemisia nova;Asteroideae;9.11;;18;494.90;1.61;
Artemisia oliveriana;Asteroideae;6.01;;18;326.44;;
Artemisia oxycephala;Asteroideae;4.22;;18;229.21;;
Artemisia palmeri;Asteroideae;7.15;;18;388.73;0.07;
Artemisia palustris;Asteroideae;5.22;;18;283.62;;
Artemisia pancicii;Asteroideae;18.65;39.78;54;337.81;;
Artemisia papposa;Asteroideae;8.46;;18;459.51;0.34;
Artemisia pauciflora;Asteroideae;5.00;;18;271.67;;
Artemisia pedatifida;Asteroideae;8.88;;18;482.38;0.36;
Artemisia persica;Asteroideae;6.56;;18;356.61;0.08;
Artemisia pontica;Asteroideae;4.42;38.98;18;239.98;2.06;
Artemisia potentilloides;Asteroideae;15.12;;;;0.34;
Artemisia princeps;Asteroideae;14.63;;52;275.15;0.07;
Artemisia pubescens;Asteroideae;6.05;;18;328.72;;
Artemisia pubescens var. monostachya;Asteroideae;8.80;;36;239.01;;
Artemisia pycnorrhiza;Asteroideae;8.94;;36;242.87;;
Artemisia pygmaea;Asteroideae;11.16;;18;606.51;;
Artemisia ramosa;Asteroideae;14.15;;36;384.38;;
Artemisia reptans;Asteroideae;6.36;;16;388.94;;
Artemisia rigida;Asteroideae;8.25;;18;448.08;2.21;
Artemisia rothrockii;Asteroideae;16.44;;36;446.72;;
Artemisia rubripes;Asteroideae;5.57;;18;302.64;;
Artemisia ruthiae;Asteroideae;6.20;;;;;
Artemisia rutifolia;Asteroideae;5.56;;18;302.09;0.12;
Artemisia scoparia;Asteroideae;3.55;;16;216.83;11.84;
Artemisia selengensis;Asteroideae;13.26;;36;360.23;;
Artemisia sericea;Asteroideae;23.68;;90;257.32;;
Artemisia schmidtiana;Asteroideae;5.74;;18;311.87;;
Artemisia schrenkiana;Asteroideae;5.19;;18;281.99;;
Artemisia sieversiana;Asteroideae;6.18;;18;335.92;;
Artemisia simplex;Asteroideae;7.15;;;;;
Artemisia sphaerocephala;Asteroideae;5.52;;18;299.92;;
Artemisia spiciformis;Asteroideae;9.02;;18;490.00;;
Artemisia spinescens;Asteroideae;7.60;;18;412.69;;
Artemisia splendens;Asteroideae;13.62;;32;416.19;0.29;
Artemisia stechmanniana;Asteroideae;4.63;;18;251.53;0.06;
Artemisia stelleriana;Asteroideae;6.11;;18;332.11;;
Artemisia sylvatica;Asteroideae;5.58;;16;341.08;;
Artemisia tanacetifolia;Asteroideae;14.81;;36;402.34;;
Artemisia thuscula;Asteroideae;10.54;;18;572.76;;
Artemisia tournefortiana;Asteroideae;6.27;39.08;16;383.22;;
Artemisia tridentata subsp. wyomingensis;Asteroideae;15.10;;36;410.24;;
Artemisia umbelliformis subsp. eriantha;Asteroideae;6.13;;18;332.84;0.44;
Artemisia umbelliformis subsp. umbelliformis;Asteroideae;12.44;;34;357.70;;
Artemisia umbrosa;Asteroideae;12.56;;54;227.48;;
Artemisia valentina;Asteroideae;6.58;;18;357.70;;
Artemisia vallesiaca;Asteroideae;9.82;;36;266.78;;
Artemisia verlotiorum;Asteroideae;12.57;;48;256.03;;
Artemisia vulgaris;Asteroideae;5.58;38.21;16;341.06;0.16;
Artemisia xerophytica;Asteroideae;8.88;;18;482.48;;
Askellia karelinii;Cichorioideae;13.59;;14;949.20;;
Astartoseris triquetra;Cichorioideae;4.11;;18;223.22;0.46;
Aster alpinus;Asteroideae;6.35;40.28;18;344.92;0.90;
Aster bellidiastrum;Asteroideae;3.51;;18;190.56;;
Asteriscus intermedius;Asteroideae;1.72;;14;120.40;0.46;
Asteriscus sericeus;Asteroideae;1.72;;14;120.40;;
Atractylis babelii;Carduoideae-Cardueae-Carlininae;;;20;;;
Atractylis cancellata;Carduoideae-Cardueae-Carlininae;;;20;;4.70;3.50
Atractylis carduus;Carduoideae-Cardueae-Carlininae;;;20;;;8.00
Atractylis humilis;Carduoideae-Cardueae-Carlininae;;;20;;;3.35
Atractylis preauxiana;Carduoideae-Cardueae-Carlininae;7.97;;20;389.70;;
Atractylodes carlinoides;Carduoideae-Cardueae-Carlininae;;;;;;6.00
Atractylodes koreana;Carduoideae-Cardueae-Carlininae;;;22;;;4.00
Atractylodes lancea;Carduoideae-Cardueae-Carlininae;8.08;41.06;24;329.26;;5.00
Atractylodes macrocephala;Carduoideae-Cardueae-Carlininae;8.30;41.82;24;338.23;27.06;8.42
Baccharis glutinosa var. glutinosa ;Asteroideae;4.95;;18;268.96;;
Baccharis halimifolia;Asteroideae;4.41;;18;239.61;0.10;
Baccharis linearis;Asteroideae;6.73;;18;365.87;0.24;
Baccharis neglecta;Asteroideae;4.54;;;;0.15;
Baccharis paniculata;Asteroideae;4.79;;;;0.24;
Baccharis rhomboidalis;Asteroideae;5.91;;18;321.22;;
Baculellum articulatum;Asteroideae;5.81;;20;284.20;0.71;
Baileya multiradiata;Asteroideae;14.67;;32;448.35;0.88;
Barnadesia arborea;Barnadesioideae;;;48;;;
Barnadesia caryophylla;Barnadesioideae;;;54;;;
Barnadesia lehmannii;Barnadesioideae;;;50;;;
Barnadesia odorata;Barnadesioideae;;;52;;;
Barnadesia spinosa;Barnadesioideae;;;50;;;
Bellidiastrum michelii;Asteroideae;3.04;;18;165.18;;
Bellis annua;Asteroideae;2.88;;18;156.44;0.08;
Bellis perennis;Asteroideae;3.16;39.54;18;171.66;0.10;
Bellis sylvestris;Asteroideae;4.08;;36;110.86;0.26;
Bellium bellidioides;Asteroideae;2.20;;18;119.78;;
Berardia lanuginosa;Carduoideae-Cardueae-Berardiinae;2.57;40.69;36;69.78;12.67;12.50
Berkheya cirsiifolia;Vernonioideae;2.02;37.66;;;;
Berkheya macrocephala;Vernonioideae;2.36;38.44;;;0.97;2.40
Berkheya multijuga;Vernonioideae;2.26;38.77;;;1.21;2.64
Berkheya purpurea;Vernonioideae;2.00;37.98;;;;4.26
Berkheya radula;Vernonioideae;2.09;36.91;14;146.00;0.97;3.15
Berkheya rhapontica;Vernonioideae;1.78;36.92;;;;
Bethencourtia palmensis;Asteroideae;1.96;;20;96.04;;
Bidens alba;Asteroideae;4.19;;48;85.37;;
Bidens cernua;Asteroideae;3.96;40.80;48;80.62;3.33;
Bidens connata;Asteroideae;6.45;;48;131.48;;
Bidens frondosa;Asteroideae;2.92;39.11;48;59.40;4.90;
